"expert","cal","inf","score","wt"
"expert1",0.00134026116802432,1.64295715133784,0.00220199167066597,0.00361173198721518
"expert2",0.0547417674021861,2.51361933047294,0.137599964726388,0.22569303992493
"expert3",0.212847153762166,1.80094718837156,0.383326483120861,0.62873649300208
"expert4",0.0547417674021861,0.614702434415095,0.0336498976863087,0.0551929480293639
"expert5",0.0166776840609335,2.1685308081445,0.0361660716946347,0.0593200054893598
"expert6",0.00134026116802432,1.29626638331194,0.00173733549696832,0.00284959760316765
"expert7",0.00771820010843853,1.9429062920342,0.0149957395538643,0.0245961839638836
