"scenario","subperiod","age","base_mean","crisis_mean","excess_mean","base_lci","crisis_lci","excess_lci","base_uci","crisis_uci","excess_uci"
"status quo","months 1 to 3","80 to 100yo",305.085270753543,1112.24343687982,828.24780315242,258.414094213605,635.586628612572,332.468301979992,354.074868526529,2632.38707050042,2388.44683201227
"ceasefire","months 4 to 6","80 to 100yo",290.274631885508,725.572768937413,445.117863324395,244.973229526973,498.784387075247,208.821162064367,336.606893696425,1622.95611518124,1367.54286622489
"escalation","months 4 to 6","80 to 100yo",290.272263614407,1093.75140130227,822.788476238394,244.927392111868,637.48092576249,345.802282573792,336.371654659234,3037.36926888864,2813.38298230862
"status quo","months 4 to 6","80 to 100yo",290.369845280027,955.938843366607,682.194329099761,245.065472399567,619.581333979427,325.200529557178,336.652550444403,2404.51066597124,2167.41886526193
"ceasefire","total","0mo",335.379662371472,444.057334909308,109.184478926454,237.687372033397,387.906853486113,79.3176966702054,474.153449396922,905.117615495181,341.02519724902
"escalation","total","0mo",335.379614185982,683.004955591863,349.053725188277,237.686433728077,563.871846514875,239.958560122324,474.148634399542,1623.68495102262,1073.37374224114
"status quo","total","0mo",335.381599615183,557.522278689417,223.122953871642,237.689258100513,474.186761202332,153.745527389016,474.154355618296,1283.72303281077,717.956987508931
"ceasefire","total","1 to 11mo",4.17755223862219,237.061177498429,232.890112263315,3.32387707382368,48.1860448029336,44.1087496120708,5.210994546415,2170.11240141928,2166.11750243903
"escalation","total","1 to 11mo",4.17700645468716,1548.256592216,1544.12703306753,3.31354415963977,952.354964013646,947.991811148218,5.15800522542356,6686.07046223373,6682.09092108884
"status quo","total","1 to 11mo",4.19949487074458,1164.40479819467,1160.22149972884,3.34507260666975,731.758456089403,727.644568708451,5.22185704994835,4577.18417378931,4573.32616947284
"ceasefire","total","12 to 59mo",18.1858924168673,851.488195095693,833.288175138717,14.5065050074979,270.601321004859,252.816024552839,22.6868164724486,6508.24776565287,6490.74443582159
"escalation","total","12 to 59mo",18.183508453559,7605.58761136571,7587.58487716068,14.4613711881699,5484.03658332673,5465.16279154922,22.4553609047593,22717.3226554884,22699.8955241961
"status quo","total","12 to 59mo",18.2817369928421,5863.0121185671,5844.86476464228,14.5990862971172,4227.70476833901,4209.84663985475,22.7342633947674,16703.8699066306,16686.9896620403
"ceasefire","total","5 to 9yo",5.55417508828623,806.678912841534,801.09214118222,4.26126464404216,305.385439675067,299.990094983144,7.10740497046829,6673.08088746513,6667.92816470632
"escalation","total","5 to 9yo",5.55353107683052,8584.39046306188,8578.83993957838,4.24907214850351,6538.66663382455,6532.52994561139,7.04487934547833,23815.2720976358,23810.5692269613
"status quo","total","5 to 9yo",5.58006685093211,6673.00941721615,6667.42395876281,4.28627481745713,5091.89833254552,5086.26327329723,7.12022259800669,17880.0969727192,17875.3531815391
"ceasefire","total","10 to 14yo",2.6938833964179,754.344679639253,751.59442416798,1.96163707145874,291.711636209679,289.113648484248,3.60903427392913,6391.14467953207,6388.75628925495
"escalation","total","10 to 14yo",2.69364901300874,8230.19160851367,8227.46855818776,1.95719970781742,6289.3619403784,6286.12491365744,3.58627856189938,22978.4085956832,22976.4420368232
"status quo","total","10 to 14yo",2.70330652024972,6397.86697147797,6395.12528871994,1.97073934414647,4898.91756532498,4895.94329855965,3.61369917280384,17236.4047768602,17234.3912417518
"ceasefire","total","15 to 19yo",7.21523426811715,735.897963104854,728.533922007582,4.92757214201063,266.258424395475,259.237786651591,9.97272333154095,6415.03746573662,6408.95746403077
"escalation","total","15 to 19yo",7.21502878387368,7463.90470150868,7456.56678506152,4.92368187605994,5615.36181018626,5606.4160946274,9.9527732461411,22151.1204022257,22147.2373552479
"status quo","total","15 to 19yo",7.22349553548403,5789.46649592905,5782.08390413997,4.93555213288582,4371.48173129939,4363.14581766473,9.97681301199244,16423.7452869824,16419.3705475235
"ceasefire","total","20 to 29yo",21.9693834775236,1446.98606367491,1424.77740077492,16.3298691584675,623.94140535691,602.478240754569,28.5401999145201,10950.468166313,10930.4699536141
"escalation","total","20 to 29yo",21.9687578256593,16653.0331552597,16631.1076541129,16.318024133431,12981.3357436894,12956.5745388016,28.4794561740799,41926.1241557863,41910.4750955073
"status quo","total","20 to 29yo",21.9945371137388,12924.577569323,12902.5574023919,16.354166396319,10108.2344131204,10084.5766826883,28.5526519293203,30995.9981192268,30979.4040473042
"ceasefire","total","30 to 39yo",46.5281348658175,1362.34856860577,1315.54050466819,36.6810799216178,527.698273175146,482.129666005323,57.7399529781136,10742.5059633181,10697.8211693026
"escalation","total","30 to 39yo",46.5269459574653,13391.6672938563,13345.9076063048,36.6585706154088,10133.7343328934,10085.0279734618,57.6245205072096,37855.0961102819,37815.9938118232
"status quo","total","30 to 39yo",46.5759335985511,10374.6829766435,10328.5049268742,36.7272514489281,7889.77104825432,7842.38085287369,57.7636143211931,27491.6728615095,27451.2597366699
"ceasefire","total","40 to 49yo",115.567851327245,1209.99776365023,1094.0267776698,93.5687533276728,413.704125915764,299.230608386892,139.766942164158,10115.9814370642,10005.7018689513
"escalation","total","40 to 49yo",115.5664550031,7698.64814602951,7585.04979716834,93.5423133824492,5263.06464295778,5142.44702224424,139.631351939851,29658.0727581702,29560.4433910205
"status quo","total","40 to 49yo",115.623988980241,5978.70704223863,5864.31762205925,93.6229811211752,4081.83530067594,3963.1314873487,139.794725668881,21944.2163592446,21843.2468325551
"ceasefire","total","50 to 59yo",252.382189318344,1252.06780905572,999.584871264371,208.62266786783,588.491795768949,336.140566077226,299.530995734678,7352.92861701588,7110.88751700956
"escalation","total","50 to 59yo",252.379457514359,6065.56381360395,5818.87517016647,208.570917093107,4162.51433052172,3903.48582508851,299.265601722001,21100.9398500364,20881.5987526172
"status quo","total","50 to 59yo",252.492018429332,4759.50660624036,4511.17025033253,208.728767236678,3235.29614874897,2978.49329673481,299.585317155274,15639.9201619333,15414.1521971258
"ceasefire","total","60 to 69yo",359.846492674209,1329.43655124522,970.462997984715,299.764992842242,725.739191286539,363.230950978864,423.653061920767,5919.73197707559,5578.24221365713
"escalation","total","60 to 69yo",359.842905764264,4725.15775157756,4375.61440500013,299.696979267237,3133.73039767924,2765.22294315181,423.304256213024,15820.1253625102,15512.139478028
"status quo","total","60 to 69yo",359.990700336935,3766.87673209324,3414.87299301505,299.904321492649,2456.57107530198,2090.05286921879,423.724291092764,12025.9857849781,11708.1465166799
"ceasefire","total","70 to 79yo",453.388817162137,1388.83652434438,939.321554341104,378.378524125648,815.573485670095,357.319799083593,532.241097705563,4466.66067039104,4044.98756554725
"escalation","total","70 to 79yo",453.383543676679,2951.86922733072,2514.18297160359,378.278245044747,1586.16358732572,1121.23384336491,531.726770235336,9917.75930125282,9536.33144028923
"status quo","total","70 to 79yo",453.600831517381,2422.0620072395,1980.6441283951,378.583447820441,1280.42985936021,817.535429009691,532.345389830646,7686.08882548598,7290.00134738376
"ceasefire","total","80 to 100yo",595.181985012155,1622.88932136006,1051.79619777298,503.214968969586,1057.8157177713,462.264202883963,690.596455328209,3502.27825389167,2985.89545419923
"escalation","total","80 to 100yo",595.175191327283,2334.40609996253,1785.28315230266,503.083476926759,1298.91022683751,701.946170002391,689.921632288951,6223.74089031157,5770.67738737458
"status quo","total","80 to 100yo",595.45511603357,2068.18228024643,1510.44213225218,503.479566613173,1255.167962592,657.66883153717,690.727418970932,5036.89773647165,4555.8656972742
"ceasefire","months 1 to 3","all",1142.00489758016,6483.44831285811,5355.69843671715,930.316690088135,3615.88422423532,2482.64545407894,1387.11232620693,24841.1597784457,23663.9164838668
"escalation","months 1 to 3","all",1141.98744433921,42105.6984760357,41008.758898911,929.983988672015,32075.1013634663,30916.5725128386,1385.40576728443,101471.259715931,100391.803334516
"status quo","months 1 to 3","all",1142.70658420138,32985.7189395731,31874.5985092966,930.995102153645,25103.1452559231,23960.874186138,1387.4563047609,69283.5502370493,68156.4967776278
"ceasefire","months 4 to 6","all",1076.06635603706,6958.64255216725,5896.39512144519,872.91239409716,2707.12949028351,1644.73258104559,1307.6968025308,57272.1361219249,56153.6183119161
"escalation","months 4 to 6","all",1076.05815069754,45829.9829438424,44790.902775992,872.755840599392,31928.0056766829,30837.5499199926,1306.89375347927,161002.477876708,159985.464828703
"status quo","months 4 to 6","all",1076.39624219381,35754.1583545259,34710.7533158891,873.231383274507,25000.1081669313,23909.554388747,1307.85831505392,125642.253761593,124592.967387201
"ceasefire","total","all",2218.07125361722,13442.0908650254,11252.0935581623,1803.2290841853,6323.01371451883,4127.37803512453,2694.80912873773,82113.2959003706,79817.5347957829
"escalation","total","all",2218.04559503675,87935.6814198781,85799.661674903,1802.73982927141,64003.1070401492,61754.1224328312,2692.2995207637,262473.737592639,260377.268163219
"status quo","total","all",2219.10282639518,68739.877294099,66585.3518251857,1804.22648542815,50103.2534228544,47870.428574885,2695.31461981482,194925.803998642,192749.464164829
