"age_cat","gender","age","weight","height","intake_baseline","svy_wt","f_start","rmr","wt_now","change_intake"
"[40,50)","f",44.6765432098765,81.0550616888352,1.58868888749017,2668.25057237413,0.1930409914204,25.7387797271019,NA,81.0550616888352,NA
"[40,50)","m",45.5357142857143,83.817980829176,1.72449038480664,3356.62353582697,0.0867492850333651,31.6688144119105,NA,83.817980829176,NA
"[50,60)","f",54.4578313253012,84.5336123291588,1.57708835298597,2603.76244054996,0.178026692087703,29.788583607007,NA,84.5336123291588,NA
"[50,60)","m",54.4806094182825,84.8714219777538,1.70888204241063,3266.58201400461,0.172068636796949,34.1699591922974,NA,84.8714219777538,NA
"[60,70)","f",64.0888888888889,84.1827104818941,1.55473332862661,2533.12991117227,0.117969494756911,31.5661535577253,NA,84.1827104818941,NA
"[60,70)","m",64.1104651162791,85.436563336572,1.69500742841137,2939.15374838659,0.122974261201144,36.3325674965498,NA,85.436563336572,NA
"[70,120]","f",74.6489795918367,77.26605436364,1.52067142797976,2429.10576321349,0.0583889418493804,28.9205510760498,NA,77.26605436364,NA
"[70,120]","m",74.9461279461279,78.5531988304472,1.66579460776615,2861.31925948943,0.0707816968541468,33.0517117503724,NA,78.5531988304472,NA
